Raw_signal,Signal_with_offset_removed,Schmitt_trigger_output,Pulses_counted
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-9.000000,0.999990,0.000000,0.000000
-10.000000,-0.050009,0.000000,0.000000
-10.000000,-0.047508,0.000000,0.000000
-10.000000,-0.045133,0.000000,0.000000
-9.000000,0.957124,0.000000,0.000000
-9.000000,0.909267,0.000000,0.000000
-9.000000,0.863804,0.000000,0.000000
-9.000000,0.820614,0.000000,0.000000
-9.000000,0.779583,0.000000,0.000000
-9.000000,0.740603,0.000000,0.000000
-9.000000,0.703573,0.000000,0.000000
-9.000000,0.668394,0.000000,0.000000
-9.000000,0.634974,0.000000,0.000000
-9.000000,0.603226,0.000000,0.000000
-9.000000,0.573065,0.000000,0.000000
-9.000000,0.544412,0.000000,0.000000
-9.000000,0.517191,0.000000,0.000000
-9.000000,0.491331,0.000000,0.000000
-9.000000,0.466764,0.000000,0.000000
-9.000000,0.443426,0.000000,0.000000
-9.000000,0.421255,0.000000,0.000000
-9.000000,0.400192,0.000000,0.000000
-9.000000,0.380182,0.000000,0.000000
-9.000000,0.361174,0.000000,0.000000
-9.000000,0.343115,0.000000,0.000000
-9.000000,0.325959,0.000000,0.000000
-9.000000,0.309661,0.000000,0.000000
-9.000000,0.294178,0.000000,0.000000
-9.000000,0.279469,0.000000,0.000000
-9.000000,0.265496,0.000000,0.000000
-9.000000,0.252221,0.000000,0.000000
-9.000000,0.239610,0.000000,0.000000
-9.000000,0.227630,0.000000,0.000000
-9.000000,0.216249,0.000000,0.000000
-9.000000,0.205436,0.000000,0.000000
-9.000000,0.195164,0.000000,0.000000
-9.000000,0.185406,0.000000,0.000000
-9.000000,0.176135,0.000000,0.000000
-9.000000,0.167328,0.000000,0.000000
-9.000000,0.158961,0.000000,0.000000
-9.000000,0.151013,0.000000,0.000000
-9.000000,0.143463,0.000000,0.000000
-9.000000,0.136290,0.000000,0.000000
-9.000000,0.129475,0.000000,0.000000
-9.000000,0.123001,0.000000,0.000000
-8.000000,1.116851,1.000000,1.000000
-9.000000,0.061008,1.000000,1.000000
-9.000000,0.057958,1.000000,1.000000
-9.000000,0.055059,1.000000,1.000000
-8.000000,1.052307,1.000000,1.000000
-8.000000,0.999691,1.000000,1.000000
-8.000000,0.949707,1.000000,1.000000
-8.000000,0.902222,1.000000,1.000000
-8.000000,0.857111,1.000000,1.000000
-8.000000,0.814255,1.000000,1.000000
-8.000000,0.773542,1.000000,1.000000
-8.000000,0.734865,1.000000,1.000000
-8.000000,0.698122,1.000000,1.000000
-8.000000,0.663216,1.000000,1.000000
-8.000000,0.630055,1.000000,1.000000
-8.000000,0.598552,1.000000,1.000000
-8.000000,0.568624,1.000000,1.000000
-8.000000,0.540193,1.000000,1.000000
-8.000000,0.513184,1.000000,1.000000
-8.000000,0.487525,1.000000,1.000000
-8.000000,0.463148,1.000000,1.000000
-8.000000,0.439991,1.000000,1.000000
-8.000000,0.417991,1.000000,1.000000
-8.000000,0.397091,1.000000,1.000000
-8.000000,0.377237,1.000000,1.000000
-8.000000,0.358375,1.000000,1.000000
-8.000000,0.340456,1.000000,1.000000
-8.000000,0.323434,1.000000,1.000000
-8.000000,0.307262,1.000000,1.000000
-8.000000,0.291899,1.000000,1.000000
-8.000000,0.277304,1.000000,1.000000
-8.000000,0.263439,1.000000,1.000000
-8.000000,0.250267,1.000000,1.000000
-8.000000,0.237754,1.000000,1.000000
-8.000000,0.225866,1.000000,1.000000
-8.000000,0.214573,1.000000,1.000000
-8.000000,0.203844,1.000000,1.000000
-8.000000,0.193652,1.000000,1.000000
-8.000000,0.183969,1.000000,1.000000
-8.000000,0.174770,1.000000,1.000000
-8.000000,0.166032,1.000000,1.000000
-8.000000,0.157730,1.000000,1.000000
-8.000000,0.149844,1.000000,1.000000
-8.000000,0.142352,1.000000,1.000000
-8.000000,0.135234,1.000000,1.000000
-8.000000,0.128472,1.000000,1.000000
-8.000000,0.122049,1.000000,1.000000
-8.000000,0.115946,1.000000,1.000000
-8.000000,0.110149,1.000000,1.000000
-8.000000,0.104641,1.000000,1.000000
-8.000000,0.099410,1.000000,1.000000
-8.000000,0.094439,1.000000,1.000000
-8.000000,0.089717,1.000000,1.000000
-8.000000,0.085231,1.000000,1.000000
-8.000000,0.080969,1.000000,1.000000
-8.000000,0.076921,1.000000,1.000000
-7.000000,1.073075,1.000000,1.000000
-8.000000,0.019421,1.000000,1.000000
-7.000000,1.018450,1.000000,1.000000
-7.000000,0.967528,1.000000,1.000000
-7.000000,0.919151,1.000000,1.000000
-7.000000,0.873194,1.000000,1.000000
-7.000000,0.829534,1.000000,1.000000
-7.000000,0.788057,1.000000,1.000000
-7.000000,0.748654,1.000000,1.000000
-7.000000,0.711222,1.000000,1.000000
-7.000000,0.675661,1.000000,1.000000
-7.000000,0.641878,1.000000,1.000000
-7.000000,0.609784,1.000000,1.000000
-7.000000,0.579294,1.000000,1.000000
-7.000000,0.550330,1.000000,1.000000
-7.000000,0.522813,1.000000,1.000000
-7.000000,0.496673,1.000000,1.000000
-7.000000,0.471839,1.000000,1.000000
-7.000000,0.448247,1.000000,1.000000
-7.000000,0.425835,1.000000,1.000000
-7.000000,0.404543,1.000000,1.000000
-7.000000,0.384316,1.000000,1.000000
-7.000000,0.365100,1.000000,1.000000
-7.000000,0.346845,1.000000,1.000000
-7.000000,0.329503,1.000000,1.000000
-7.000000,0.313028,1.000000,1.000000
-7.000000,0.297377,1.000000,1.000000
-7.000000,0.282508,1.000000,1.000000
-7.000000,0.268383,1.000000,1.000000
-7.000000,0.254963,1.000000,1.000000
-7.000000,0.242215,1.000000,1.000000
-7.000000,0.230104,1.000000,1.000000
-7.000000,0.218599,1.000000,1.000000
-7.000000,0.207669,1.000000,1.000000
-7.000000,0.197286,1.000000,1.000000
-7.000000,0.187421,1.000000,1.000000
-7.000000,0.178050,1.000000,1.000000
-7.000000,0.169147,1.000000,1.000000
-7.000000,0.160690,1.000000,1.000000
-7.000000,0.152656,1.000000,1.000000
-7.000000,0.145023,1.000000,1.000000
-7.000000,0.137772,1.000000,1.000000
-7.000000,0.130883,1.000000,1.000000
-7.000000,0.124339,1.000000,1.000000
-7.000000,0.118122,1.000000,1.000000
-7.000000,0.112216,1.000000,1.000000
-7.000000,0.106605,1.000000,1.000000
-7.000000,0.101275,1.000000,1.000000
-7.000000,0.096211,1.000000,1.000000
-7.000000,0.091401,1.000000,1.000000
-7.000000,0.086831,1.000000,1.000000
-7.000000,0.082489,1.000000,1.000000
-6.000000,1.078365,1.000000,1.000000
-7.000000,0.024446,1.000000,1.000000
-7.000000,0.023224,1.000000,1.000000
-6.000000,1.022063,1.000000,1.000000
-6.000000,0.970960,1.000000,1.000000
-6.000000,0.922412,1.000000,1.000000
-6.000000,0.876291,1.000000,1.000000
-6.000000,0.832477,1.000000,1.000000
-6.000000,0.790853,1.000000,1.000000
-6.000000,0.751310,1.000000,1.000000
-6.000000,0.713744,1.000000,1.000000
-6.000000,0.678057,1.000000,1.000000
-6.000000,0.644154,1.000000,1.000000
-6.000000,0.611946,1.000000,1.000000
-6.000000,0.581349,1.000000,1.000000
-6.000000,0.552281,1.000000,1.000000
-6.000000,0.524667,1.000000,1.000000
-6.000000,0.498434,1.000000,1.000000
-6.000000,0.473512,1.000000,1.000000
-6.000000,0.449837,1.000000,1.000000
-6.000000,0.427345,1.000000,1.000000
-6.000000,0.405978,1.000000,1.000000
-6.000000,0.385679,1.000000,1.000000
-6.000000,0.366395,1.000000,1.000000
-6.000000,0.348075,1.000000,1.000000
-6.000000,0.330672,1.000000,1.000000
-6.000000,0.314138,1.000000,1.000000
-6.000000,0.298431,1.000000,1.000000
-6.000000,0.283510,1.000000,1.000000
-6.000000,0.269334,1.000000,1.000000
-6.000000,0.255867,1.000000,1.000000
-6.000000,0.243074,1.000000,1.000000
-6.000000,0.230920,1.000000,1.000000
-6.000000,0.219374,1.000000,1.000000
-6.000000,0.208405,1.000000,1.000000
-6.000000,0.197985,1.000000,1.000000
-6.000000,0.188086,1.000000,1.000000
-6.000000,0.178682,1.000000,1.000000
-6.000000,0.169748,1.000000,1.000000
-6.000000,0.161261,1.000000,1.000000
-6.000000,0.153198,1.000000,1.000000
-6.000000,0.145538,1.000000,1.000000
-6.000000,0.138261,1.000000,1.000000
-6.000000,0.131348,1.000000,1.000000
-6.000000,0.124780,1.000000,1.000000
-6.000000,0.118541,1.000000,1.000000
-6.000000,0.112614,1.000000,1.000000
-6.000000,0.106984,1.000000,1.000000
-6.000000,0.101635,1.000000,1.000000
-6.000000,0.096553,1.000000,1.000000
-6.000000,0.091725,1.000000,1.000000
-6.000000,0.087139,1.000000,1.000000
-6.000000,0.082782,1.000000,1.000000
-6.000000,0.078643,1.000000,1.000000
-6.000000,0.074711,1.000000,1.000000
-6.000000,0.070976,1.000000,1.000000
-6.000000,0.067427,1.000000,1.000000
-6.000000,0.064056,1.000000,1.000000
-6.000000,0.060853,1.000000,1.000000
-6.000000,0.057810,1.000000,1.000000
-6.000000,0.054920,1.000000,1.000000
-6.000000,0.052174,1.000000,1.000000
-6.000000,0.049565,1.000000,1.000000
-6.000000,0.047087,1.000000,1.000000
-6.000000,0.044733,1.000000,1.000000
-6.000000,0.042496,1.000000,1.000000
-6.000000,0.040371,1.000000,1.000000
-6.000000,0.038352,1.000000,1.000000
-5.000000,1.036435,1.000000,1.000000
-5.000000,0.984613,1.000000,1.000000
-5.000000,0.935382,1.000000,1.000000
-5.000000,0.888613,1.000000,1.000000
-5.000000,0.844182,1.000000,1.000000
-5.000000,0.801973,1.000000,1.000000
-5.000000,0.761875,1.000000,1.000000
-5.000000,0.723781,1.000000,1.000000
-5.000000,0.687592,1.000000,1.000000
-5.000000,0.653213,1.000000,1.000000
-5.000000,0.620552,1.000000,1.000000
-5.000000,0.589524,1.000000,1.000000
-5.000000,0.560048,1.000000,1.000000
-5.000000,0.532046,1.000000,1.000000
-5.000000,0.505444,1.000000,1.000000
-5.000000,0.480171,1.000000,1.000000
-5.000000,0.456162,1.000000,1.000000
-5.000000,0.433354,1.000000,1.000000
-5.000000,0.411687,1.000000,1.000000
-5.000000,0.391103,1.000000,1.000000
-5.000000,0.371548,1.000000,1.000000
-5.000000,0.352970,1.000000,1.000000
-5.000000,0.335321,1.000000,1.000000
-5.000000,0.318555,1.000000,1.000000
-5.000000,0.302628,1.000000,1.000000
-5.000000,0.287496,1.000000,1.000000
-5.000000,0.273121,1.000000,1.000000
-5.000000,0.259465,1.000000,1.000000
-5.000000,0.246492,1.000000,1.000000
-5.000000,0.234167,1.000000,1.000000
-5.000000,0.222459,1.000000,1.000000
-5.000000,0.211336,1.000000,1.000000
-5.000000,0.200769,1.000000,1.000000
-5.000000,0.190731,1.000000,1.000000
-5.000000,0.181194,1.000000,1.000000
-5.000000,0.172134,1.000000,1.000000
-5.000000,0.163527,1.000000,1.000000
-5.000000,0.155351,1.000000,1.000000
-5.000000,0.147583,1.000000,1.000000
-5.000000,0.140204,1.000000,1.000000
-5.000000,0.133194,1.000000,1.000000
-5.000000,0.126534,1.000000,1.000000
-5.000000,0.120208,1.000000,1.000000
-5.000000,0.114197,1.000000,1.000000
-5.000000,0.108488,1.000000,1.000000
-5.000000,0.103063,1.000000,1.000000
-5.000000,0.097910,1.000000,1.000000
-5.000000,0.093014,1.000000,1.000000
-5.000000,0.088364,1.000000,1.000000
-5.000000,0.083945,1.000000,1.000000
-5.000000,0.079748,1.000000,1.000000
-5.000000,0.075761,1.000000,1.000000
-5.000000,0.071973,1.000000,1.000000
-5.000000,0.068374,1.000000,1.000000
-5.000000,0.064955,1.000000,1.000000
-5.000000,0.061707,1.000000,1.000000
-5.000000,0.058622,1.000000,1.000000
-5.000000,0.055691,1.000000,1.000000
-5.000000,0.052907,1.000000,1.000000
-5.000000,0.050261,1.000000,1.000000
-5.000000,0.047748,1.000000,1.000000
-5.000000,0.045361,1.000000,1.000000
-5.000000,0.043093,1.000000,1.000000
-5.000000,0.040938,1.000000,1.000000
-5.000000,0.038891,1.000000,1.000000
-5.000000,0.036946,1.000000,1.000000
-5.000000,0.035099,1.000000,1.000000
-5.000000,0.033344,1.000000,1.000000
-5.000000,0.031677,1.000000,1.000000
-5.000000,0.030093,1.000000,1.000000
-5.000000,0.028588,1.000000,1.000000
-5.000000,0.027159,1.000000,1.000000
-5.000000,0.025801,1.000000,1.000000
-4.000000,1.024511,1.000000,1.000000
-4.000000,0.973285,1.000000,1.000000
-4.000000,0.924621,1.000000,1.000000
-5.000000,-0.121610,1.000000,1.000000
-4.000000,0.884470,1.000000,1.000000
-4.000000,0.840247,1.000000,1.000000
-4.000000,0.798234,1.000000,1.000000
-5.000000,-0.241677,1.000000,1.000000
-4.000000,0.770407,1.000000,1.000000
-4.000000,0.731886,1.000000,1.000000
-5.000000,-0.304708,1.000000,1.000000
-4.000000,0.710527,1.000000,1.000000
-4.000000,0.675001,1.000000,1.000000
-4.000000,0.641251,1.000000,1.000000
-4.000000,0.609189,1.000000,1.000000
-4.000000,0.578729,1.000000,1.000000
-4.000000,0.549793,1.000000,1.000000
-4.000000,0.522303,1.000000,1.000000
-4.000000,0.496188,1.000000,1.000000
-4.000000,0.471379,1.000000,1.000000
-4.000000,0.447810,1.000000,1.000000
-4.000000,0.425419,1.000000,1.000000
-4.000000,0.404148,1.000000,1.000000
-4.000000,0.383941,1.000000,1.000000
-4.000000,0.364744,1.000000,1.000000
-4.000000,0.346507,1.000000,1.000000
-4.000000,0.329181,1.000000,1.000000
-4.000000,0.312722,1.000000,1.000000
-4.000000,0.297086,1.000000,1.000000
-4.000000,0.282232,1.000000,1.000000
-4.000000,0.268120,1.000000,1.000000
-4.000000,0.254714,1.000000,1.000000
-4.000000,0.241979,1.000000,1.000000
-4.000000,0.229880,1.000000,1.000000
-4.000000,0.218386,1.000000,1.000000
-4.000000,0.207466,1.000000,1.000000
-4.000000,0.197093,1.000000,1.000000
-4.000000,0.187238,1.000000,1.000000
-4.000000,0.177876,1.000000,1.000000
-4.000000,0.168983,1.000000,1.000000
-4.000000,0.160534,1.000000,1.000000
-4.000000,0.152507,1.000000,1.000000
-4.000000,0.144882,1.000000,1.000000
-4.000000,0.137638,1.000000,1.000000
-4.000000,0.130756,1.000000,1.000000
-4.000000,0.124218,1.000000,1.000000
-4.000000,0.118007,1.000000,1.000000
-4.000000,0.112107,1.000000,1.000000
-4.000000,0.106502,1.000000,1.000000
-4.000000,0.101177,1.000000,1.000000
-4.000000,0.096118,1.000000,1.000000
-4.000000,0.091312,1.000000,1.000000
-4.000000,0.086746,1.000000,1.000000
-4.000000,0.082409,1.000000,1.000000
-4.000000,0.078289,1.000000,1.000000
-4.000000,0.074374,1.000000,1.000000
-4.000000,0.070656,1.000000,1.000000
-4.000000,0.067123,1.000000,1.000000
-4.000000,0.063766,1.000000,1.000000
-4.000000,0.060578,1.000000,1.000000
-4.000000,0.057549,1.000000,1.000000
